Категория`Название`Картинка`Описание
КАНВА`Канва  Stern-Aida 14 (55 кл.=10см) 110см`https://www.mir-priaji.ru/upload/iblock/acd/acd2fe59f3f4692023f0fd0fa238884e.jpeg`"Марка    ZWEIGART
Размер    14 ct.
Ширина    110 см.
Плотность    54 клетки в 10 см.
Состав    100% хлопок
Цвет    №347 светло-коричневый"
КАНВА`Канва  Stern-Aida 14 (55 кл.=10см), ширина110см`https://www.mir-priaji.ru/upload/iblock/404/4048f091571a1de6d79fac3fe53a4b3e.jpeg`"Марка    ZWEIGART
Размер    14 ct.
Ширина    110 см.
Плотность    54 клетки в 10 см.
Состав    100% хлопок
Цвет    темно-голубой/бежевый"
КАНВА`"Канва ""Bestex"" 426788, Aida 11 100% хлопок, 50*50 см, белая"`https://www.mir-priaji.ru/upload/iblock/d0f/d0fb226fc2472eae6f189f2743694db2.jpg`"Размер: 50x50 см
Ткань для вышивания Aida - 11 нитей на дюйм (44кл. x 10см),Цвет:белый,Состав: 100% хлопок"
КАНВА`"Канва ""Bestex"" 624010-14C/T 209, 50*50 см, цвет св.зеленый"`https://www.mir-priaji.ru/upload/iblock/10a/10a5637810b5667626777d23bc61e697.jpg`
КАНВА`"Канва ""Bestex"" 624010-14C/T А007, 50*50 см, кремовая"`https://www.mir-priaji.ru/upload/iblock/b29/b29e23f795bacbea35317c3ef2ff9b4e.jpg`
КАНВА`"Канва ""Bestex"" 624010-14C/T, черная ""Аида 14к"" в упаковке, 50x50 см."`https://www.mir-priaji.ru/upload/iblock/362/362f2462300a2480b4b867b9fee6f48e.jpg`Ткань для вышивания Aida - 14 нитей на дюйм (55кл. x 10см), Цвет:черный, Состав: 100% хлопок
КАНВА`Канва 624010-11C/T 150см*5 м/упак, белая Bestex`https://www.mir-priaji.ru/upload/iblock/154/154db3ff90f86ec334f1751a8250f09b.jpg`в продаже 1 м. цена 644,48р.
КАНВА`Канва 624010-11C/T 150х100 см, белая Bestex`https://www.mir-priaji.ru/upload/iblock/827/82704ab0427c5ed128a7833fa2d127bd.jpg`
КАНВА`Канва 624010-16C/T 150см*5м белая Bestex`https://www.mir-priaji.ru/upload/iblock/edb/edb00213e14da96a66c416a8f62c4549.jpg`в продаже по 1 м
КАНВА`Канва Aida Star 14, ширина 110 см, 93% хлопок, 7% металлическое волокноцвет №5169`https://www.mir-priaji.ru/upload/iblock/2ec/2ec3b88317a307d7bf463e06e1ddaf70.jpeg`"Марка    ZWEIGART
Размер    14 ct.
Ширина    110 см.
Плотность    54 клетки в 10 см.
Состав    88% хлопок, 12% металлическое волокно
Цвет     голубой/розовый с перламутровым люрексом"
КАНВА`Канва Aida-Caron 180 см ширина 100% хлоп, 7645/5039`https://www.mir-priaji.ru/upload/iblock/16e/16e8f4f5eec1dfd59508f100094dbc72.jpeg`
КАНВА`Канва Aida-Caron 180 см ширина 100% хлоп, 7645/7019`https://www.mir-priaji.ru/upload/iblock/4b6/4b6466970ab684ed145f393d512fb7ee.jpeg`
КАНВА`Канва Aida-Caron 180 см ширина 100% хлоп,7645/4069`https://www.mir-priaji.ru/upload/iblock/ea3/ea341c7a7715dbd02ad69c2811dbf549.jpeg`
КАНВА`Канва Aida-Caron 180 см ширина 100% хлоп,7645/6019`https://www.mir-priaji.ru/upload/iblock/8b2/8b26bcf5d73b5380d0e0062efd10b4f8.jpeg`
КАНВА`Канва Aida16 ct 100% хлопок, 110см`https://www.mir-priaji.ru/upload/iblock/e54/e54194bff2787f68a504c93bdee4fdf1.jpeg`"Марка    ZWEIGART
Размер    16 ct.
Ширина    110 см.
Плотность    64 клетки в 10 см.
Состав    100% хлопок
Цвет    №4110 розовый"
КАНВА`Канва Aida16 ct 100% хлопок, 110см ширина  цв.4430`https://www.mir-priaji.ru/upload/iblock/dfc/dfca9dc94d6a884c50f89ebe7eebd3b8.jpeg`"Марка    ZWEIGART
Размер    16 ct.
Ширина    110 см.
Плотность    64 клетки в 10 см.
Состав    100% хлопок
Цвет    №4430"
КАНВА`Канва Aida16 ct 100% хлопок, ширина 110см , цвет.550`https://www.mir-priaji.ru/upload/iblock/801/801a30fbd091e3222766d140f5dc609f.jpeg`"Производитель: ZWEIGART
Базовая единица: метр
Цвет: №550 голубой лед/ice blue
Состав: 100% хлопок
Количество в упаковке: 5 м
Плотность: 64 клетки в 10 см
Тип упаковки: рулон
Марка: ZWEIGART
Цель применения: вышивание
Ширина: 110 см
Размер: 16 ct"
КАНВА`Канва Gironde (5,4 кл. в 1см) 100%хлоп., 170см ширина, 1367/1209`https://www.mir-priaji.ru/upload/iblock/45d/45d3a10e8d05fd0ef897fa20dad00c0b.jpeg`
КАНВА`"Канва K01R ""Gamma"" мелкая ФАСОВКА 100% хлопок 45 x 45 см  желтый"`https://www.mir-priaji.ru/upload/iblock/a74/a7484391e8253c9aec21d7f6083a8348.jpg`
КАНВА`"Канва K02 ""Gamma"" ФАСОВКА 100 % ПВХ 50х50 см, кремовый"`https://www.mir-priaji.ru/upload/iblock/48c/48c469bac23259eeef05a0d9bbb0dd61.jpg`"Канва используется для создания работ в стиле ковровой техники. Крупные клетки из ПВХ создают прочную основу под работу. Благодаря натуральному цвету, основа удачно скрывается под рабочими нитями.

Кол-во клеток: в 10 см - 15, в 1 дюйме - 4."
КАНВА`Канва  Stern-Aida 14 (55 кл.=10см) 110см`https://www.mir-priaji.ru/upload/iblock/acd/acd2fe59f3f4692023f0fd0fa238884e.jpeg`"Марка    ZWEIGART
Размер    14 ct.
Ширина    110 см.
Плотность    54 клетки в 10 см.
Состав    100% хлопок
Цвет    №347 светло-коричневый"
КАНВА`Канва  Stern-Aida 14 (55 кл.=10см), ширина110см`https://www.mir-priaji.ru/upload/iblock/404/4048f091571a1de6d79fac3fe53a4b3e.jpeg`"Марка    ZWEIGART
Размер    14 ct.
Ширина    110 см.
Плотность    54 клетки в 10 см.
Состав    100% хлопок
Цвет    темно-голубой/бежевый"
КАНВА`"Канва ""Bestex"" 426788, Aida 11 100% хлопок, 50*50 см, белая"`https://www.mir-priaji.ru/upload/iblock/d0f/d0fb226fc2472eae6f189f2743694db2.jpg`"Размер: 50x50 см
Ткань для вышивания Aida - 11 нитей на дюйм (44кл. x 10см),Цвет:белый,Состав: 100% хлопок"
КАНВА`"Канва ""Bestex"" 624010-14C/T 209, 50*50 см, цвет св.зеленый"`https://www.mir-priaji.ru/upload/iblock/10a/10a5637810b5667626777d23bc61e697.jpg`
КАНВА`"Канва ""Bestex"" 624010-14C/T А007, 50*50 см, кремовая"`https://www.mir-priaji.ru/upload/iblock/b29/b29e23f795bacbea35317c3ef2ff9b4e.jpg`
КАНВА`"Канва ""Bestex"" 624010-14C/T, черная ""Аида 14к"" в упаковке, 50x50 см."`https://www.mir-priaji.ru/upload/iblock/362/362f2462300a2480b4b867b9fee6f48e.jpg`Ткань для вышивания Aida - 14 нитей на дюйм (55кл. x 10см), Цвет:черный, Состав: 100% хлопок
КАНВА`Канва 624010-11C/T 150см*5 м/упак, белая Bestex`https://www.mir-priaji.ru/upload/iblock/154/154db3ff90f86ec334f1751a8250f09b.jpg`в продаже 1 м. цена 644,48р.
КАНВА`Канва 624010-11C/T 150х100 см, белая Bestex`https://www.mir-priaji.ru/upload/iblock/827/82704ab0427c5ed128a7833fa2d127bd.jpg`
КАНВА`Канва 624010-16C/T 150см*5м белая Bestex`https://www.mir-priaji.ru/upload/iblock/edb/edb00213e14da96a66c416a8f62c4549.jpg`в продаже по 1 м
КАНВА`Канва Aida Star 14, ширина 110 см, 93% хлопок, 7% металлическое волокноцвет №5169`https://www.mir-priaji.ru/upload/iblock/2ec/2ec3b88317a307d7bf463e06e1ddaf70.jpeg`"Марка    ZWEIGART
Размер    14 ct.
Ширина    110 см.
Плотность    54 клетки в 10 см.
Состав    88% хлопок, 12% металлическое волокно
Цвет     голубой/розовый с перламутровым люрексом"
КАНВА`Канва Aida-Caron 180 см ширина 100% хлоп, 7645/5039`https://www.mir-priaji.ru/upload/iblock/16e/16e8f4f5eec1dfd59508f100094dbc72.jpeg`
КАНВА`Канва Aida-Caron 180 см ширина 100% хлоп, 7645/7019`https://www.mir-priaji.ru/upload/iblock/4b6/4b6466970ab684ed145f393d512fb7ee.jpeg`
КАНВА`Канва Aida-Caron 180 см ширина 100% хлоп,7645/4069`https://www.mir-priaji.ru/upload/iblock/ea3/ea341c7a7715dbd02ad69c2811dbf549.jpeg`
КАНВА`Канва Aida-Caron 180 см ширина 100% хлоп,7645/6019`https://www.mir-priaji.ru/upload/iblock/8b2/8b26bcf5d73b5380d0e0062efd10b4f8.jpeg`
КАНВА`Канва Aida16 ct 100% хлопок, 110см`https://www.mir-priaji.ru/upload/iblock/e54/e54194bff2787f68a504c93bdee4fdf1.jpeg`"Марка    ZWEIGART
Размер    16 ct.
Ширина    110 см.
Плотность    64 клетки в 10 см.
Состав    100% хлопок
Цвет    №4110 розовый"
КАНВА`Канва Aida16 ct 100% хлопок, 110см ширина  цв.4430`https://www.mir-priaji.ru/upload/iblock/dfc/dfca9dc94d6a884c50f89ebe7eebd3b8.jpeg`"Марка    ZWEIGART
Размер    16 ct.
Ширина    110 см.
Плотность    64 клетки в 10 см.
Состав    100% хлопок
Цвет    №4430"
КАНВА`Канва Aida16 ct 100% хлопок, ширина 110см , цвет.550`https://www.mir-priaji.ru/upload/iblock/801/801a30fbd091e3222766d140f5dc609f.jpeg`"Производитель: ZWEIGART
Базовая единица: метр
Цвет: №550 голубой лед/ice blue
Состав: 100% хлопок
Количество в упаковке: 5 м
Плотность: 64 клетки в 10 см
Тип упаковки: рулон
Марка: ZWEIGART
Цель применения: вышивание
Ширина: 110 см
Размер: 16 ct"
КАНВА`Канва Gironde (5,4 кл. в 1см) 100%хлоп., 170см ширина, 1367/1209`https://www.mir-priaji.ru/upload/iblock/45d/45d3a10e8d05fd0ef897fa20dad00c0b.jpeg`
КАНВА`"Канва K01R ""Gamma"" мелкая ФАСОВКА 100% хлопок 45 x 45 см  желтый"`https://www.mir-priaji.ru/upload/iblock/a74/a7484391e8253c9aec21d7f6083a8348.jpg`
