Категория`Название`Картинка`Описание
БУСИНЫ`Бисер деревянный, цвет коричневый, 4 мм, 150 шт.`https://www.mir-priaji.ru/upload/iblock/70e/70e7a6d6d66e4900822ec7e3f66974b4.jpg`"Марка    EFCO
Диаметр    4 мм,
Состав    дерево
Цвет    коричневый
Количество в упаковке    150 бусин
Деревянный бисер для рукоделия. Используется в качестве маленьких бусин для изготовления украшений и бижутерии, как элемент декора для отделки одежды, аксессуаров и предметов интерьера, как исходный материал для плетения и вышивки"
БУСИНЫ`Бисер деревянный, цвет коричневый, 6 мм, 125 шт/упак, EFCO 1400479`https://www.mir-priaji.ru/upload/iblock/22c/22c3e7f6d852a3ec05de10a89df50b31.jpg`"Производитель: EFCO

Базовая единица: блистер

Цвет: коричневый*

Количество в упаковке: 110 шт

Тип упаковки: блистер

Материал: дерево

Марка: EFCO

Цель применения: создание украшений

Размер: 6 мм"
БУСИНЫ`Бисер деревянный, цвет натуральный, 8 мм, 80 шт`https://www.mir-priaji.ru/upload/iblock/f38/f3822df2040159bf2f4e0a68e225bff0.jpg`"Марка    EFCO
Диаметр    8 мм,
Состав    дерево
Количество в упаковке    80 шт"
БУСИНЫ`Бисер деревянный, цвет черный, 6 мм, 125 шт/упак, EFCO 1400489`https://www.mir-priaji.ru/upload/iblock/4b8/4b8f2265cd59fe4e10dc060a6cc20f49.jpg`Деревянный бисер для рукоделия. Используется в качестве маленьких бусин для изготовления украшений и бижутерии, как элемент декора для отделки одежды, аксессуаров и предметов интерьера, как исходный материал для плетения и вышивки.
БУСИНЫ`Бусина Estrela 2.5 х 5.0 мм`https://www.mir-priaji.ru/upload/iblock/13f/13f7f7c826d8f654daa6435288571574.jpeg`Бусина с двумя отверстиями. В упаковке 600 бусин.
БУСИНЫ`"Бусина-подвеска ""Морская звезда"", 6 шт./уп."`https://www.mir-priaji.ru/upload/iblock/2f6/2f665a9e2155763ad7f1668b20342273.jpeg`"Размер: 2,5 х 3 см.
Цена указана за упаковку 6 шт."
БУСИНЫ`Бусины  'Янтарь' 12мм, 20 гр, Астра 4392`https://www.mir-priaji.ru/upload/iblock/54a/54a7dd6457f3fb3bfb8b26c90ed5eabc.jpg`"Круглые пластиковые бусины, имитирующие янтарь. Со сквозными отверстиями для нитки или лески. Используются для создания украшений и различных поделок.
Размер: 12 мм.
Количество: 20 г."
БУСИНЫ`Бусины  'Янтарь', 20 гр, Астра 2024`https://www.mir-priaji.ru/upload/iblock/76d/76d2369e8f70776afa76bf54e0c814fe.jpg`"Круглые пластиковые бусины, имитирующие янтарь. Со сквозными отверстиями для нитки или лески. Используются для создания украшений и различных поделок.
Размер: 12 мм.
Количество: 20 г."
